date,max temperature, min temperature, total precipitation, total evapotranspiration
4/22/2020,80.2,49.1,0,0.26
4/23/2020,78.6,51.8,0.01,0.23
4/24/2020,66.6,59.5,1.8,0.1
4/25/2020,77.9,52.7,0,0.2
4/26/2020,84.2,56.3,0,0.28
4/27/2020,75.7,47.7,0,0.24
4/28/2020,75,47.5,0,0.21
4/29/2020,81.5,54.1,0,0.26
4/30/2020,82.9,55.4,1.01,0.24
5/1/2020,69.1,48.2,0,0.16
5/2/2020,76.5,45.9,0,0.24
5/3/2020,84,51.3,0,0.28
5/4/2020,86.4,57.2,0,0.31
5/5/2020,86.9,63,0,0.27
5/6/2020,86.7,62.2,0,0.29
5/7/2020,79.9,42.8,0,0.28
5/8/2020,71.6,42.4,0,0.2
5/9/2020,77.2,50.9,0,0.23
5/10/2020,72.1,45.9,0,0.18
5/11/2020,78.3,45,0,0.22
5/12/2020,76.1,42.6,0,0.23
5/13/2020,76.5,47.1,0,0.23
5/14/2020,84.6,53.6,0,0.27
5/15/2020,84.4,56.5,0,0.27
5/16/2020,83.1,57.4,0,0.23
5/17/2020,88,59.5,0,0.28
5/18/2020,89.8,64.6,0.14,0.28
5/19/2020,86.4,68.9,0.29,0.22
5/20/2020,82.4,63.5,0.25,0.22
5/21/2020,75.2,58.1,0.35,0.13
5/22/2020,81.9,58.3,0,0.19
5/23/2020,90.7,61.9,0.58,0.3
5/24/2020,89.6,65.3,0,0.26
5/25/2020,90.7,65.5,0,0.29
5/26/2020,84.9,68.9,0.11,0.19
5/27/2020,77.9,68.2,0.13,0.15
5/28/2020,81.7,68.9,0.08,0.16
5/29/2020,88.9,69.3,0,0.22
5/30/2020,87.8,68.9,0.19,0.21
5/31/2020,89.8,64.4,0,0.27
6/1/2020,88.9,68.9,0,0.28
6/2/2020,85.8,58.8,0,0.28
6/3/2020,86.7,61,0,0.26
6/4/2020,86.7,66.2,0,0.24
6/5/2020,89.4,68,0,0.26
6/6/2020,90.7,70.9,0,0.25
6/7/2020,88.5,72.5,0,0.21
6/8/2020,83.3,72.5,0,0.17
6/9/2020,90.1,71.4,0,0.24
6/10/2020,90.7,70.7,0.38,0.26
6/11/2020,90,72.7,0.15,0.24
